,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.48150000000000004,0.87775,0.465,0.02472222222222229,0.302684,0.028104292593399454,0,20
1,0.4875,0.8677499999999998,0.4583333333333333,0.03583333333333335,0.29614550000000006,0.038506252612980976,0,32
2,0.48674999999999996,0.88025,0.45916666666666667,0.021944444444444433,0.29409549999999995,0.03478454319090944,0,52
3,0.47124999999999995,0.8627499999999999,0.4763888888888889,0.0413888888888889,0.3112405000000001,0.056641827926699695,0,85
4,0.46449999999999997,0.8727499999999999,0.48388888888888887,0.030277777777777758,0.3147365,0.037441578209869104,0,138
5,0.383,0.6417499999999999,0.5744444444444443,0.2869444444444445,0.360791,0.6326241949473926,0,225
6,0.40199999999999997,0.655,0.5533333333333333,0.27222222222222225,0.3451390000000001,0.6477617814608911,0,365
7,0.37275,0.6447499999999999,0.5858333333333332,0.28361111111111115,0.3648325,0.6390262005665178,0,592
8,0.40049999999999997,0.67425,0.555,0.25083333333333335,0.34604050000000003,0.6610040526060976,0,961
9,0.36374999999999996,0.6675,0.5958333333333334,0.25833333333333336,0.3738535,0.6495496813709248,0,1560
10,0.32375000000000004,0.42399999999999993,0.6402777777777778,0.5288888888888887,0.3521485,0.4134422303618638,1,20
11,0.32175000000000004,0.4477500000000001,0.6425,0.5025,0.36326650000000005,0.43477188497025115,1,32
12,0.30324999999999996,0.42000000000000004,0.6630555555555555,0.5333333333333332,0.37683150000000004,0.4097582169708831,1,52
13,0.3165,0.45325000000000004,0.6483333333333333,0.4963888888888889,0.370169,0.44157158805644325,1,85
14,0.2975,0.42075000000000007,0.6694444444444445,0.5325,0.3777005,0.411371091473984,1,138
15,0.2665,0.3035,0.7038888888888889,0.6627777777777778,0.3494845000000001,0.2892335181522999,1,225
16,0.274,0.32725,0.6955555555555556,0.6363888888888889,0.350489,0.31189243100492814,1,365
17,0.2605,0.317,0.7105555555555555,0.6477777777777777,0.367254,0.3006228382685422,1,592
18,0.26825,0.32575000000000004,0.7019444444444444,0.6380555555555556,0.35380599999999995,0.3122494749648647,1,961
19,0.24650000000000002,0.29124999999999995,0.7261111111111112,0.6763888888888889,0.3635115,0.2789503593688139,1,1560
20,0.242,0.25325000000000003,0.7311111111111112,0.7186111111111112,0.3254505,0.23694086120066493,2,20
21,0.24850000000000003,0.25625,0.7238888888888889,0.7152777777777778,0.3182435,0.2401363205505039,2,32
22,0.22424999999999998,0.25350000000000006,0.7508333333333332,0.7183333333333334,0.3418805,0.23697630937687872,2,52
23,0.23925000000000002,0.25699999999999995,0.7341666666666666,0.7144444444444444,0.3271995,0.24454683297010277,2,85
24,0.229,0.24900000000000003,0.7455555555555555,0.7233333333333334,0.31527049999999995,0.23962443975477754,2,138
25,0.2165,0.21049999999999996,0.7594444444444444,0.7661111111111112,0.29278499999999996,0.19564670402132944,2,225
26,0.23249999999999998,0.23075,0.7416666666666667,0.743611111111111,0.28116599999999997,0.21488152091906879,2,365
27,0.19699999999999998,0.21399999999999997,0.7811111111111112,0.7622222222222221,0.31555550000000004,0.20066963993893094,2,592
28,0.21925000000000003,0.22799999999999998,0.756388888888889,0.7466666666666667,0.29212,0.21296510044946548,2,961
29,0.20675,0.21325000000000002,0.7702777777777778,0.7630555555555555,0.28812200000000004,0.19998093846679071,2,1560
30,0.20800000000000002,0.19374999999999998,0.768888888888889,0.7847222222222222,0.25402,0.1783869710415106,3,20
31,0.21174999999999997,0.19424999999999998,0.7647222222222222,0.7841666666666667,0.25468300000000005,0.1803306247922234,3,32
32,0.18525000000000003,0.19149999999999998,0.7941666666666667,0.7872222222222223,0.28045299999999995,0.17598202866780696,3,52
33,0.21125,0.21200000000000002,0.7652777777777777,0.7644444444444444,0.25298299999999996,0.20102805600277138,3,85
34,0.19,0.19424999999999998,0.7888888888888889,0.7841666666666666,0.258135,0.1812388502976702,3,138
35,0.191,0.183,0.7877777777777777,0.7966666666666666,0.2273215,0.16867181842532586,3,225
36,0.1995,0.19424999999999998,0.7783333333333333,0.7841666666666667,0.230591,0.1787771419257812,3,365
37,0.17775000000000005,0.17450000000000002,0.8025,0.8061111111111112,0.25115049999999994,0.15840193131465546,3,592
38,0.19799999999999995,0.1975,0.78,0.7805555555555556,0.22575849999999997,0.18272496900837404,3,961
39,0.17,0.17275000000000001,0.8111111111111111,0.8080555555555555,0.2393815,0.15942509847581582,3,1560
40,0.17625000000000002,0.17575000000000002,0.8041666666666666,0.8047222222222222,0.2046325,0.15938400226127353,4,20
41,0.18275,0.179,0.7969444444444445,0.8011111111111111,0.21299450000000003,0.16395678480922762,4,32
42,0.16749999999999998,0.156,0.8138888888888889,0.8266666666666665,0.22929250000000004,0.13926286702030233,4,52
43,0.18924999999999997,0.194,0.7897222222222222,0.7844444444444445,0.19746249999999999,0.18057934191711536,4,85
44,0.15950000000000003,0.16075,0.8227777777777778,0.8213888888888888,0.211621,0.1471404952469835,4,138
45,0.1645,0.17100000000000004,0.8172222222222223,0.8099999999999999,0.18915849999999998,0.15544650561667633,4,225
46,0.174,0.16825,0.8066666666666666,0.8130555555555554,0.1936075,0.15484471772918987,4,365
47,0.1615,0.15050000000000002,0.8205555555555556,0.8327777777777777,0.2070385,0.13584216222789203,4,592
48,0.1875,0.19349999999999998,0.7916666666666667,0.7849999999999999,0.170414,0.17916849113775082,4,961
49,0.15350000000000003,0.156,0.8294444444444444,0.8266666666666665,0.18438,0.14594635429732067,4,1560
