,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.4249201277955271,0.48562300319488816,0.06121519927277576,0.01908441842841343,0.23741597444089457,0.47537906416412534,0,4
1,0.3549520766773163,0.46166134185303526,0.10421591178430409,0.036805202741869956,0.15735527156549522,0.4566751950406541,0,7
2,0.3702875399361022,0.3859424920127795,0.11769554443458397,0.026001128022934094,0.19607156549520766,0.3624514456269557,0,14
3,0.40673076923076923,0.3868589743589744,0.07278159461807437,0.07359072679298459,0.15563589743589745,0.38489219045276785,0,26
4,0.28397435897435896,0.27115384615384613,0.20802051135549568,0.11886758225874502,0.1300525641025641,0.22978427098531107,0,50
5,0.44281150159744415,0.5728434504792332,0.10065346264796467,0.07324080875161934,0.2024670926517572,0.5610307467790255,0,95
6,0.38498402555910544,0.3977635782747604,0.11551624709333315,0.06381039115034533,0.1486217252396166,0.38397444888632626,0,181
7,0.3702875399361022,0.491373801916933,0.14088374044920557,0.07047988913507157,0.1532313099041534,0.47330044109126057,0,341
8,0.29423076923076924,0.444551282051282,0.187934409634745,0.08377159385530088,0.1462724358974359,0.42944288971209305,0,645
9,0.38749999999999996,0.38782051282051283,0.12243467801092116,0.09264803080325507,0.1851891025641026,0.37759880997989237,0,1218
10,0.3584664536741214,0.35910543130990413,0.17306527242152062,0.16278709052305723,0.12564600638977638,0.34825297989046095,1,4
11,0.3140575079872205,0.32396166134185306,0.15484250513307318,0.1031931553704403,0.12841469648562304,0.31806034741492223,1,7
12,0.3306709265175719,0.3306709265175719,0.18977871977358676,0.17737134787225622,0.13768690095846645,0.3249973538213999,1,14
13,0.31570512820512825,0.2503205128205129,0.19536428189281604,0.22156506035116327,0.134075641025641,0.23857966665697403,1,26
14,0.3003205128205128,0.275,0.21228226934045255,0.1923249157346088,0.15931153846153848,0.26267682486062005,1,50
15,0.31821086261980824,0.23354632587859422,0.22453265697418034,0.23356198002591172,0.13259233226837064,0.22678627414100022,1,95
16,0.35207667731629394,0.31789137380191695,0.14400096395683257,0.15582334789534852,0.15184408945686903,0.3086777584002832,1,181
17,0.339297124600639,0.26677316293929715,0.17591971691332892,0.19633687064382077,0.11798658146964855,0.22879107226405906,1,341
18,0.28205128205128205,0.2782051282051282,0.20981387847132543,0.18785300341715933,0.11595128205128205,0.26426146401820994,1,645
19,0.3141025641025641,0.2932692307692307,0.1838653865436212,0.165213323237499,0.11610576923076923,0.2790471661468025,1,1218
20,0.3134185303514377,0.18849840255591055,0.22470269694206096,0.23734160440511137,0.13749075612353567,0.18617914173208325,2,4
21,0.33418530351437703,0.21054313099041533,0.15849211754935136,0.18344791276778843,0.15161214057507988,0.20506359892320303,2,7
