,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.4028436018957346,0.45781990521327015,0.2503444078815745,0.03307017230260125,0.15962654028436019,0.390535659761865,0,4
1,0.3464454976303318,0.4658767772511848,0.3364574014159563,0.08130198668842716,0.13055545023696682,0.35870668533621874,0,7
2,0.3943127962085308,0.36161137440758295,0.18113154376815935,0.1276685749903938,0.09064170616113743,0.2813542138772721,0,13
3,0.4464454976303317,0.5066350710900474,0.16684041843877995,-0.040648192208116496,0.12476777251184834,0.39971358648506056,0,23
4,0.38530805687203795,0.4274881516587678,0.2521615989539085,0.10299435517839958,0.1077431279620853,0.36248939861638557,0,42
5,0.3184834123222749,0.3483412322274881,0.3651869503843724,0.2688045925347976,0.12538009478672987,0.33498838393211533,0,77
6,0.37109004739336493,0.4507109004739337,0.2932985167598947,0.15219573550533572,0.13936398104265402,0.4396993042632249,0,139
7,0.3587677725118484,0.4132701421800948,0.2735263123574825,0.14631918738932473,0.11146066350710901,0.42061651843287146,0,251
8,0.390521327014218,0.4018957345971564,0.24682068429917944,0.2054536956899889,0.12185118483412324,0.38787687108730556,0,454
9,0.34407582938388626,0.4312796208530806,0.30093550770709754,0.14089701666551463,0.12629763033175356,0.42707159554492574,0,822
10,0.23886255924170613,0.32464454976303314,0.5255441688982893,0.3575663431503623,0.13459715639810424,0.3164375821918914,1,4
11,0.2881516587677725,0.3293838862559242,0.4252023106994291,0.3508559906099416,0.12149478672985783,0.32710725417103687,1,7
12,0.3180094786729858,0.35545023696682465,0.3163566688667553,0.29982922385033894,0.10842369668246447,0.3593466757724227,1,13
13,0.352132701421801,0.4213270142180095,0.3036991933265966,0.19868404261891595,0.12553364928909952,0.4224993316670248,1,23
14,0.3180094786729858,0.3701421800947867,0.35050105405218124,0.29359763719981957,0.11402180094786726,0.3630482332286271,1,42
15,0.24407582938388622,0.2800947867298579,0.5133425456641737,0.4684318056500639,0.11650331753554502,0.27567159298776167,1,77
16,0.24928909952606632,0.30284360189573456,0.4862179440244846,0.398728830482952,0.11249952606635072,0.29320785863583626,1,139
17,0.31184834123222754,0.2947867298578199,0.33514008600285855,0.3991428502193712,0.1201563981042654,0.2896011020614136,1,251
18,0.33459715639810433,0.3644549763033175,0.33144005659694603,0.28891378066116513,0.11430616113744078,0.35701577602160917,1,454
19,0.2559241706161138,0.32464454976303314,0.4507177744972906,0.3507800625022569,0.10565876777251185,0.31823780822736375,1,822
