,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.4416666666666667,0.5157407407407407,0.09884801857749347,0.02362715517765258,0.145,0.17031177782390575,0,4
1,0.3833333333333334,0.6944444444444444,0.10528196233905188,0.004378956062852379,0.14085185185185184,0.185346069750472,0,6
2,0.44722222222222224,0.5351851851851852,0.032765379182221124,0.028808722715971635,0.12803148148148147,0.30495690663000324,0,11
3,0.4287037037037037,0.5175925925925926,0.0605877774573965,-0.004781915292266159,0.13711111111111113,0.21124046103804836,0,18
4,0.33333333333333337,0.49074074074074064,0.1166694963229125,0.048030210244365955,0.14910925925925925,0.3134561695854521,0,31
5,0.375,0.40462962962962956,0.13316069883652992,0.11129874848981895,0.1309185185185185,0.40475123385228395,0,53
6,0.37777777777777777,0.29814814814814816,0.1397177601545916,0.13014240607086208,0.13716296296296293,0.29834672806567225,0,89
7,0.3888888888888889,0.3861111111111112,0.11711835217139825,0.09633056429168738,0.12607592592592592,0.3747159244997149,0,149
8,0.4027777777777778,0.5074074074074074,0.08380812301543447,0.07816609902963645,0.15655925925925926,0.5066861452715414,0,250
9,0.38055555555555554,0.2416666666666667,0.1355901165745342,0.14247477915237713,0.13177407407407407,0.24093364262513503,0,421
10,0.37222222222222223,0.21481481481481485,0.16124589866420913,0.3060950574369833,0.13042962962962962,0.20722423195054512,1,4
11,0.3398148148148149,0.2833333333333333,0.15669495576760945,0.23468322054125873,0.14153518518518518,0.2765403530182806,1,6
12,0.387037037037037,0.28888888888888886,0.13236713905617042,0.16585207706123337,0.13178888888888887,0.27828416667579997,1,11
13,0.36944444444444435,0.20185185185185187,0.1125979184319034,0.1865886766331902,0.15714074074074075,0.19353139983136083,1,18
14,0.31111111111111106,0.22129629629629627,0.20721063300020956,0.32404211705547575,0.1747185185185185,0.21763128813840882,1,31
15,0.2759259259259259,0.16666666666666669,0.2597120919519361,0.41603005024998174,0.17162222222222223,0.15033479134506583,1,53
16,0.28425925925925927,0.16203703703703703,0.2246919473702948,0.3601062662488863,0.15149814814814816,0.14294243349506786,1,89
17,0.2814814814814815,0.18425925925925926,0.24748969348358618,0.3695373180077173,0.1497907407407407,0.16002376789889078,1,149
18,0.3398148148148148,0.20925925925925926,0.1340868747249314,0.26520278046059603,0.12953703703703706,0.19005709144874625,1,250
19,0.2416666666666667,0.16203703703703703,0.29167937984273523,0.4501916442640422,0.16908333333333334,0.14087520946302035,1,421
20,0.1722222222222222,0.12037037037037038,0.4061480694479046,0.4956493264623356,0.20057037037037037,0.10058659987542443,2,4
21,0.18333333333333335,0.1212962962962963,0.3236610490337512,0.4799593218357147,0.18786111111111112,0.10000070126993776,2,6
22,0.21759259259259262,0.18703703703703703,0.3370223617675737,0.3769276432244125,0.16902592592592597,0.14971203282234366,2,11
