,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.2589090909090909,0.39454545454545453,0.4890309373058447,0.22830436312265392,0.22212,0.3828671154280122,0,4
1,0.40945454545454546,0.42800000000000005,0.1717960797331033,0.1089196848815861,0.21929745454545455,0.36327083613283895,0,7
2,0.30875912408759126,0.37518248175182484,0.3760226142093009,0.280229692513032,0.20287518248175185,0.3655513041937837,0,13
3,0.31131386861313876,0.41532846715328464,0.38407786328973187,0.20073015564601718,0.21186350364963502,0.3813456089538695,0,25
4,0.32153284671532845,0.3948905109489051,0.3500137072000122,0.21138680419508643,0.20575255474452553,0.38358987180163967,0,47
5,0.24654545454545454,0.31781818181818183,0.5122379110082488,0.3862585299108373,0.1991141818181818,0.30211760853893904,0,89
6,0.2461818181818182,0.2989090909090909,0.4939832994904199,0.3827882821246621,0.16297236363636364,0.2779120108896801,0,166
7,0.24124087591240873,0.3113138686131387,0.515145790469451,0.3788807411409465,0.19680145985401462,0.2869396110673344,0,309
8,0.20583941605839415,0.28795620437956204,0.5839021050444213,0.42643731664249385,0.16261970802919706,0.2755578898859919,0,575
9,0.3171532846715329,0.345985401459854,0.358941886124169,0.3081139805681962,0.17331240875912407,0.32012324945673815,0,1070
10,0.16363636363636364,0.19418181818181815,0.6651351863724527,0.6012581784069824,0.15159636363636364,0.15915589169988564,1,4
11,0.22072727272727272,0.21527272727272728,0.558068113203452,0.5616824115544727,0.14246399999999998,0.17355657620888826,1,7
12,0.1605839416058394,0.20218978102189783,0.6768971580462664,0.5889711287670019,0.13618613138686134,0.15228395371209463,1,13
13,0.15693430656934307,0.20985401459854014,0.6858297029965243,0.5803102065741457,0.14244744525547448,0.18180393208069845,1,25
14,0.14817518248175182,0.17919708029197076,0.7039463409097172,0.6403590932025505,0.14033357664233576,0.14488992264638517,1,47
15,0.10763636363636361,0.12836363636363637,0.7833664976041699,0.7404661876204116,0.10014836363636363,0.08823493810299081,1,89
16,0.15272727272727274,0.17454545454545453,0.6918310202436208,0.6457847267680117,0.1149229090909091,0.1052950681748076,1,166
17,0.12007299270072994,0.14087591240875913,0.7563562923183471,0.714140661777144,0.10719270072992701,0.10396415993764148,1,309
18,0.09489051094890512,0.10401459854014598,0.808991738143267,0.7891832323799848,0.11433503649635038,0.07843778916520407,1,575
19,0.12153284671532842,0.12737226277372266,0.7550913212394856,0.7423215407492345,0.10673941605839414,0.08956583214043701,1,1070
20,0.07272727272727272,0.09236363636363634,0.8537304149418727,0.8143417638698066,0.09013381818181816,0.06590653650964651,2,4
21,0.08145454545454547,0.10254545454545456,0.8350328628464494,0.7915656931255767,0.10024581818181817,0.06375152086002428,2,7
22,0.09087591240875913,0.12372262773722627,0.8155586757922156,0.7479826470619246,0.10955693430656932,0.07286982872056742,2,13
23,0.07043795620437956,0.07226277372262774,0.8585784976435568,0.8540119111453024,0.08836788321167882,0.07103351643190693,2,25
24,0.07956204379562046,0.08613138686131389,0.839183024039533,0.8259914181170911,0.09612408759124087,0.06942210211644903,2,47
25,0.03672727272727272,0.05600000000000001,0.9255646366330463,0.8867089336537509,0.0721498181818182,0.05689427460310899,2,89
26,0.07381818181818182,0.0890909090909091,0.8499843096250634,0.8188491402447313,0.07534327272727273,0.05943263294872657,2,166
27,0.06423357664233577,0.10802919708029197,0.8703561529368109,0.781301071463737,0.07943941605839418,0.06804836416947264,2,309
28,0.03759124087591241,0.04963503649635035,0.9241418419405143,0.8997962092540848,0.07044452554744522,0.06015735638572911,2,575
29,0.0510948905109489,0.06496350364963502,0.8970504769237916,0.8683168172926594,0.07569708029197084,0.06245902604662819,2,1070
30,0.01963636363636364,0.03672727272727272,0.960315686363552,0.9260246424565775,0.05749672727272727,0.05375406146496188,3,4
31,0.03600000000000001,0.06690909090909089,0.9270188405914371,0.8643945899935691,0.07136872727272728,0.0634602777191809,3,7
32,0.03941605839416057,0.07226277372262772,0.9201354047913387,0.853690821118473,0.06824525547445258,0.05740387087576021,3,13
33,0.015693430656934314,0.023722627737226255,0.9683269527004936,0.9521451068448371,0.05371313868613141,0.055545721772890654,3,25
34,0.031751824817518245,0.05401459854014599,0.9359008482729841,0.8907708436777775,0.05803357664233575,0.05412360337131539,3,47
35,0.012727272727272743,0.027636363636363636,0.9742794463750817,0.9443381003459084,0.03833963636363637,0.05055892896836728,3,89
36,0.017818181818181834,0.05381818181818181,0.9639214172739197,0.8911307239417783,0.05532072727272728,0.06512125791794222,3,166
37,0.02737226277372261,0.06423357664233577,0.9446035962841111,0.8701107436920571,0.05583868613138686,0.0575161064500212,3,309
38,0.009124087591240882,0.018248175182481764,0.9815703597726652,0.9631858709941146,0.03924744525547446,0.05162938118739992,3,575
39,0.017518248175182473,0.03978102189781021,0.9645562080948695,0.9195850209756898,0.045810218978102245,0.05841642240512218,3,1070
40,0.007636363636363675,0.02072727272727274,0.9845508452816917,0.9582097339249451,0.027741090909090944,0.0486503584099109,4,4
41,0.008363636363636373,0.04327272727272726,0.983049430277043,0.9124884813120856,0.03955127272727271,0.06306594513056078,4,7
42,0.014598540145985406,0.04598540145985401,0.9704832390801258,0.907207015376786,0.04142700729927005,0.05775054489428459,4,13
43,0.005109489051094917,0.014963503649635024,0.9896701606132645,0.9698105345927293,0.025185401459854023,0.04457226380789305,4,25
44,0.0062043795620438155,0.02664233576642335,0.9874603573335033,0.9462229913929312,0.03293795620437957,0.0587259222769959,4,47
45,0.0069090909090909315,0.009454545454545448,0.9860216786058518,0.9808902503086078,0.019031272727272723,0.04323179948856608,4,89
46,0.009818181818181827,0.02799999999999999,0.9800931298082551,0.9433604245122063,0.03143345454545454,0.05666990945665422,4,166
47,0.011678832116788329,0.03357664233576639,0.9763421684856762,0.9322511182575998,0.031950364963503675,0.05737201588447575,4,309
