,error_rf,error_kdf,kappa_rf,kappa_kdf,ece_rf,ece_kdf,fold,sample
0,0.51425,0.7905,0.42861111111111116,0.12166666666666667,0.21633149999999998,0.21245167466525355,0,20
1,0.527,0.8375,0.4144444444444444,0.06944444444444448,0.2105445,0.32876637525468266,0,32
2,0.49725,0.8175000000000001,0.44749999999999995,0.09166666666666667,0.23800750000000007,0.273295915934268,0,52
3,0.518,0.8215,0.42444444444444446,0.08722222222222221,0.21733149999999996,0.2211775444970429,0,85
4,0.50775,0.804,0.43583333333333335,0.10666666666666669,0.21903,0.2258745910729222,0,138
5,0.4625,0.6359999999999999,0.48611111111111116,0.29333333333333333,0.23045949999999998,0.6039850528363773,0,225
6,0.44299999999999995,0.6234999999999999,0.5077777777777779,0.3072222222222223,0.2529185,0.6050493323537911,0,365
7,0.4392499999999999,0.61475,0.5119444444444443,0.31694444444444453,0.24681549999999994,0.5847121233966781,0,592
8,0.44175000000000003,0.599,0.5091666666666667,0.33444444444444443,0.255016,0.5706756110116882,0,961
9,0.4325,0.5935,0.5194444444444445,0.34055555555555556,0.2588695,0.5778032371445848,0,1560
10,0.3842499999999999,0.44675000000000004,0.5730555555555557,0.5036111111111111,0.23709149999999996,0.4326130317825932,1,20
11,0.3785,0.41275000000000006,0.5794444444444444,0.5413888888888889,0.25573899999999994,0.39526293133602447,1,32
12,0.37675000000000003,0.42874999999999996,0.5813888888888888,0.5236111111111111,0.25915999999999995,0.4118120819782482,1,52
13,0.37024999999999997,0.43775,0.5886111111111111,0.5136111111111111,0.27157749999999997,0.42016934825496516,1,85
14,0.3657500000000001,0.41974999999999996,0.593611111111111,0.533611111111111,0.2756235,0.40475499284373573,1,138
15,0.32975,0.33199999999999996,0.6336111111111112,0.631111111111111,0.25720299999999996,0.3106081389109663,1,225
16,0.33599999999999997,0.34249999999999997,0.6266666666666667,0.6194444444444445,0.25353699999999996,0.3194554096723795,1,365
17,0.33425,0.34225000000000005,0.6286111111111111,0.6197222222222223,0.25267950000000006,0.31741679905291365,1,592
18,0.3212499999999999,0.33325,0.6430555555555555,0.6297222222222223,0.272374,0.31040232694011705,1,961
19,0.31074999999999997,0.31850000000000006,0.6547222222222222,0.6461111111111112,0.27146849999999995,0.29709934402482385,1,1560
20,0.29225,0.28225,0.6752777777777779,0.6863888888888889,0.24460600000000002,0.2576944256510455,2,20
21,0.30599999999999994,0.29324999999999996,0.66,0.6741666666666666,0.24110849999999995,0.268755747904745,2,32
22,0.28025,0.267,0.6886111111111111,0.7033333333333333,0.24448350000000002,0.2468875968429502,2,52
23,0.27975,0.27175,0.6891666666666667,0.6980555555555555,0.250609,0.25126400721221903,2,85
24,0.26375000000000004,0.24900000000000003,0.7069444444444446,0.7233333333333333,0.2675235,0.2284892781549816,2,138
25,0.27575,0.238,0.6936111111111111,0.7355555555555554,0.21012799999999995,0.21270769391803274,2,225
26,0.286,0.2535,0.6822222222222221,0.7183333333333334,0.2188035,0.22276891066007476,2,365
27,0.251,0.23975000000000005,0.7211111111111111,0.733611111111111,0.23432600000000003,0.21108568593341706,2,592
28,0.25925,0.23374999999999999,0.7119444444444445,0.7402777777777778,0.221809,0.20879087932086784,2,961
29,0.22250000000000006,0.20274999999999999,0.7527777777777779,0.7747222222222223,0.25489100000000003,0.17673253208892542,2,1560
30,0.24475000000000002,0.21400000000000002,0.7280555555555556,0.7622222222222221,0.2046265,0.18608596200314698,3,20
31,0.262,0.22775000000000004,0.7088888888888889,0.7469444444444445,0.19766650000000002,0.1974432472267278,3,32
32,0.23925000000000002,0.2245,0.7341666666666666,0.7505555555555555,0.2104635,0.19664298951559153,3,52
33,0.24075000000000002,0.21525,0.7324999999999999,0.7608333333333335,0.202011,0.18595324297946467,3,85
34,0.21750000000000003,0.191,0.7583333333333333,0.7877777777777778,0.21990400000000002,0.16641080566447086,3,138
35,0.2385,0.20024999999999998,0.735,0.7775,0.1826445,0.17356129570295967,3,225
36,0.24250000000000002,0.22200000000000003,0.7305555555555555,0.7533333333333333,0.1855345,0.18884493697656657,3,365
37,0.21949999999999997,0.20700000000000002,0.7561111111111111,0.7700000000000001,0.19767849999999998,0.1781362602342809,3,592
38,0.221,0.20174999999999996,0.7544444444444445,0.7758333333333333,0.190444,0.17498043788530304,3,961
39,0.20049999999999998,0.19524999999999998,0.7772222222222223,0.7830555555555556,0.20251799999999998,0.16029026497001517,3,1560
40,0.22175000000000003,0.20250000000000004,0.7536111111111111,0.7749999999999999,0.17678300000000005,0.1743283434282468,4,20
41,0.23925000000000002,0.21675,0.7341666666666666,0.7591666666666667,0.1567555,0.18044768845862313,4,32
42,0.21999999999999997,0.21574999999999997,0.7555555555555555,0.7602777777777777,0.1769525,0.18261553808114417,4,52
43,0.21975000000000003,0.20949999999999996,0.7558333333333334,0.7672222222222221,0.16030899999999998,0.1791868913409822,4,85
44,0.1865,0.18450000000000003,0.7927777777777779,0.7950000000000002,0.1818265,0.1533606936302218,4,138
45,0.22874999999999995,0.2245,0.7458333333333333,0.7505555555555555,0.168258,0.2001256000534113,4,225
46,0.23425,0.22474999999999995,0.7397222222222222,0.7502777777777778,0.1539185,0.18875558611829057,4,365
47,0.225,0.2345,0.7499999999999999,0.7394444444444443,0.1649095,0.19910893380077965,4,592
48,0.22075,0.20800000000000002,0.7547222222222222,0.768888888888889,0.1546065,0.18116127303962196,4,961
49,0.19075,0.2,0.7880555555555556,0.7777777777777779,0.160834,0.16490690147938683,4,1560
